id,email,full_name,password,google_id,auth_provider,role,brand_id,created_at,updated_at
usr_083,user83@example.test,User 83,hashed_pwd,,LOCAL,USER,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
usr_084,user84@example.test,User 84,hashed_pwd,,LOCAL,USER,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
usr_085,user85@example.test,User 85,hashed_pwd,,LOCAL,USER,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
usr_086,user86@example.test,User 86,hashed_pwd,,LOCAL,USER,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
usr_087,user87@example.test,User 87,hashed_pwd,,LOCAL,USER,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
usr_088,user88@example.test,User 88,hashed_pwd,,LOCAL,USER,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
usr_089,user89@example.test,User 89,hashed_pwd,,LOCAL,USER,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
usr_090,user90@example.test,User 90,hashed_pwd,,LOCAL,USER,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
usr_091,user91@example.test,User 91,hashed_pwd,,LOCAL,USER,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
usr_092,user92@example.test,User 92,hashed_pwd,,LOCAL,USER,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
usr_093,user93@example.test,User 93,hashed_pwd,,LOCAL,USER,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
usr_094,user94@example.test,User 94,hashed_pwd,,LOCAL,USER,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
usr_095,user95@example.test,User 95,hashed_pwd,,LOCAL,USER,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
usr_096,user96@example.test,User 96,hashed_pwd,,LOCAL,USER,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
usr_097,user97@example.test,User 97,hashed_pwd,,LOCAL,USER,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
usr_098,user98@example.test,User 98,hashed_pwd,,LOCAL,USER,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
usr_099,user99@example.test,User 99,hashed_pwd,,LOCAL,USER,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
usr_100,user100@example.test,User 100,hashed_pwd,,LOCAL,USER,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
